id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
958,"Bright, Modern Garden Unit - 1BR/1BTH",1169,Holly,,Western Addition,37.77028,-122.43317,Entire home/apt,180,2,358,2022-08-21,2.24,1,140,60,City Registration Pending
5858,Creative Sanctuary,8904,Philip And Tania,,Bernal Heights,37.74474,-122.42089,Entire home/apt,235,30,111,2017-08-06,0.68,1,365,0,
8014,room in FEMALE house WIFI market nearby,22402,Jia,,Outer Mission,37.73077,-122.44827,Private room,61,2,86,2022-09-04,0.70,3,5,1,STR-0000974
8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,8,2018-09-12,0.08,12,297,0,
8339,Historic Alamo Square Victorian,24215,Rosy,,Western Addition,37.77564,-122.43642,Entire home/apt,895,7,28,2019-06-28,0.18,2,351,0,STR-0000264
8739,"Mission Sunshine, with Private Bath",7149,Ivan & Wendy,,Mission,37.7603,-122.42197,Private room,141,1,753,2022-08-31,4.72,2,160,17,STR-0000028
148627,Romantic Marina Garden Studio,709325,Mark,,Marina,37.79961,-122.42771,Entire home/apt,85,30,116,2022-08-06,0.88,5,272,4,
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.77988,-122.48488,Entire home/apt,146,3,211,2022-08-23,1.72,2,323,26,STR-0005156
10578,Classic Nob Hill Studio - Roof Deck,37049,Andrew,,Nob Hill,37.79249,-122.41499,Entire home/apt,120,30,18,2015-05-17,0.14,1,271,0,
501770,Contemporary Home with Mid-Century Modern Design,2475480,Arthur,,Haight Ashbury,37.77252,-122.43846,Entire home/apt,220,30,109,2022-08-01,0.88,5,346,3,
148769,Ground Floor Studio with Garage Parking,709325,Mark,,Twin Peaks,37.75045,-122.44956,Entire home/apt,70,30,95,2022-05-07,0.95,5,268,3,STR-0000672
12041,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76901,-122.44701,Private room,65,32,7,2022-06-11,0.05,12,365,1,
150347,Cute Private 2Br Apt in the Mission with Parking!,172182,Brian & Leah,,Mission,37.75981,-122.4188,Entire home/apt,149,30,130,2022-06-11,0.96,2,235,1,
503362,"Million Dollar Penthouse, Remodeled",2475480,Arthur,,Haight Ashbury,37.77265,-122.43857,Entire home/apt,350,30,115,2018-07-07,0.93,5,30,0,
12042,Sunny/Sunset view room UCSF/USF - San Francisco*,21994,Aaron,,Haight Ashbury,37.76932,-122.44723,Private room,65,32,5,2015-10-18,0.04,12,342,0,
504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,2486135,Laura,,Marina,37.80489,-122.43746,Entire home/apt,296,2,108,2022-09-03,0.89,1,78,12,STR-0000323
12522,Perfectly located Castro,18431,Brenda,,Castro/Upper Market,37.76237,-122.42992,Private room,99,3,435,2022-08-29,2.82,1,7,8,STR-0000057
150848,SF Urban Haven & Secret Garden,726513,Nancy,,Potrero Hill,37.76276,-122.39357,Private room,85,3,243,2022-07-15,1.81,2,71,6,STR-0000015
18904,Lower Haight Urban Zen With Private Bath,72464,Patrick,,Western Addition,37.77247,-122.43301,Private room,121,3,429,2022-09-03,3.27,1,40,15,STR-0000094
166199,Castro Cottage w/ Secret Garden,792371,Matt,,Castro/Upper Market,37.76241,-122.43026,Entire home/apt,170,30,159,2019-07-08,1.18,1,78,0,City registration pending
505530,Come stay in Bernal Heights!!,698337,Emily,,Bernal Heights,37.74154,-122.4086,Entire home/apt,220,30,13,2022-08-19,0.12,1,98,3,City registration pending
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,Suzette,,Russian Hill,37.801,-122.42436,Entire home/apt,126,31,79,2018-12-08,0.63,1,247,0,1025574
21334,Studio loft on top of Russian Hill,81455,Joe,,Nob Hill,37.7962,-122.41562,Entire home/apt,250,30,124,2022-07-01,0.83,1,360,4,City registration pending
522273,Amazing Private Room w/View in Beautiful SF Flat,2568946,Kymberli,,Bayview,37.73852,-122.39215,Private room,62,30,11,2019-08-16,0.17,1,84,0,
166771,DOWNEY STREET - Victorian Flat,794467,Patti,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,165,30,169,2022-08-09,1.26,1,85,5,
175090,FINANCIAL DIST:  near shops/dining. Rooftop deck.,127367,Michelle,,Financial District,37.79203,-122.40284,Entire home/apt,110,30,26,2022-08-08,0.19,7,294,2,
23611,Lovely 1 Bedroom Bernal Condo with FAB Views !,18732,Cecilia,,Bernal Heights,37.74537,-122.41226,Entire home/apt,250,5,259,2022-08-27,1.72,1,12,5,STR-0004198
24463,"Potrero Hill ""Nest"" Quiet, Comfy & Convenient",99128,Cathryn,,Potrero Hill,37.75565,-122.40125,Private room,165,2,337,2022-08-27,2.26,2,250,25,STR-0000036
175102,FINANCIAL DIST:  near shops/dining. Rooftop deck.,127367,Michelle,,Chinatown,37.79175,-122.4045,Entire home/apt,142,30,54,2022-04-30,0.40,7,341,3,
177137,Grant Avenue Apartment,817292,Rick,,Russian Hill,37.79782,-122.40802,Entire home/apt,103,30,71,2021-11-21,0.53,1,56,2,
530857,"Sunny, quiet private room with parking",2607120,Gregory,,Excelsior,37.71727,-122.43644,Private room,100,2,34,2022-06-04,0.65,2,322,7,STR-0003035
24723,"Guest Suite in PacHeights, Japantown & Fillmore St",100800,Cynthia,,Pacific Heights,37.78897,-122.43376,Entire home/apt,199,5,386,2022-09-03,2.55,2,31,39,Pending Application
531151,Sunny 4-Bedroom Family Home Central SF Location,2608908,Jennifer,,Bernal Heights,37.73466,-122.41694,Entire home/apt,449,4,24,2022-07-31,0.24,1,2,5,STR-0000603
183859,"Family-Friendly Flat In San Francisco, CA. USA",882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home/apt,249,3,310,2022-08-29,2.48,1,299,38,STR-0000017
25094,San Francisco's Luxury Oasis Private Room On Noe,103339,Bruce,,Glen Park,37.74159,-122.43159,Private room,165,5,56,2022-08-07,0.74,1,315,9,STR-0002528
191632,Private Entrance Garden Studio,583207,Maria,,Haight Ashbury,37.77444,-122.44969,Entire home/apt,138,2,497,2020-03-15,3.69,1,0,0,STR-0000088
533627,Potrero Paradise with Stunning Views and Hot Tub,2544752,Fran,,Potrero Hill,37.7608,-122.40379,Entire home/apt,644,30,35,2021-03-27,0.29,1,146,0,STR-0000040
27025,Modernized Edwardian Apartment in the Castro/Eureka Valley,115673,Luis,,Castro/Upper Market,37.761959075927734,-122.4311294555664,Entire home/apt,119,30,133,2020-07-31,0.89,1,99,0,STR-0000128
537133,Unique unit w/loft. Serene outdoors. Dogs <20lbs.,127367,Michelle,,Castro/Upper Market,37.75714,-122.43419,Entire home/apt,94,30,6,2022-08-20,0.05,7,333,1,
545685,"Garden Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77502,-122.48035,Entire home/apt,114,2,960,2022-09-02,7.73,2,41,108,STR-0000234
193292,Nice Rooms With Private 1/2 Bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,120,30,63,2014-09-22,0.48,1,37,0,
27028,Secret Mission Garden,7149,Ivan & Wendy,,Mission,37.76005,-122.42208,Private room,219,1,26,2019-11-21,0.30,2,0,0,STR-0000028
29373,Sunny house with garden,126263,Cecilia,,Bernal Heights,37.73871,-122.41167,Entire home/apt,160,7,18,2022-07-30,0.13,2,0,1,STR-0000280
201313,Fully Furnished 1 bedroom apartment,984585,Robb,,North Beach,37.80356,-122.40437,Entire home/apt,175,30,3,2021-06-26,0.06,1,62,0,
555596,Charming Noe Valley Garden Oasis,1772044,Judy,,Noe Valley,37.74402,-122.43729,Entire home/apt,99,30,145,2021-03-31,1.18,1,100,0,City Registration Pending
29557,gigi's bed and breakfast,126036,Gigi,,Outer Richmond,37.77885,-122.50534,Entire home/apt,186,2,106,2022-08-30,0.72,1,295,23,STR-0001135
207980,"3 Bdrm City View Home w/Parking, deck,",1023546,Bruce,,Diamond Heights,37.74325,-122.43756,Entire home/apt,295,2,528,2022-08-18,3.95,1,244,64,STR-0000023
32414,"Cozy, Sunny and Private Space",140251,Lisa,,Bernal Heights,37.74038,-122.41327,Entire home/apt,150,30,94,2019-09-29,0.63,1,249,0,City registration pending
208714,Cozy fully furnished one bedroom apartment in SF,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,175,30,78,2018-01-11,0.58,1,365,0,City registration pending
208831,Virtually Your Own Apt in Nth Beach,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home/apt,198,3,551,2022-08-12,4.13,1,32,33,STR-0000318
561148,"Great Family Home, Quiet Street, Close to GG Park",2758480,Steve,,Inner Richmond,37.77689,-122.45594,Entire home/apt,436,3,33,2022-09-04,0.27,1,3,7,City Registration Pending
561602,Amazing view/B&B in the Mission/15 mins downtown,2760904,Matthew,,Bernal Heights,37.74403,-122.41755,Private room,85,4,228,2022-08-29,1.85,1,72,29,STR-0001006
33578,Potrero Hill Garden Lookout,145258,Kepa,,Potrero Hill,37.76451,-122.39643,Entire home/apt,270,1,688,2022-08-31,4.72,2,332,65,STR-0000073
563887,"Cole Vly House, quiet street views",2772791,Bob,,Haight Ashbury,37.7592,-122.44888,Entire home/apt,250,30,12,2015-08-11,0.10,1,59,0,
209514,Haight Ashbury Experience Room 2,1032643,Josh,,Haight Ashbury,37.77255,-122.44985,Private room,92,1,564,2022-08-23,4.21,5,338,49,STR-0001099
212783,Haight Ashbury Experience Room 1,1032643,Josh,,Haight Ashbury,37.77085,-122.44814,Private room,98,1,540,2022-08-22,4.04,5,336,53,STR-0001099
39418,"Comfortable Home Base, Bernal Heights",169184,Therese And Nelson,,Bernal Heights,37.741,-122.42018,Entire home/apt,80,30,25,2022-06-14,0.19,2,310,3,
213532,Haight Ashbury Experience Room 4,1032643,Josh,,Haight Ashbury,37.77175,-122.45012,Private room,78,1,612,2022-08-22,4.58,5,325,67,STR-0001099
568161,Comfortable Room in Glen Park (SF),2795397,Beth,,Outer Mission,37.73218,-122.43726,Private room,72,2,384,2022-09-01,3.15,1,287,11,City Registration Pending
571042,Upscale View Cottage in San Francisco 3br/ 2.5ba.,1550529,Shannon,,Haight Ashbury,37.76829,-122.43968,Entire home/apt,620,30,14,2021-09-01,0.12,1,0,0,STR-0001512
40092,Cute Private Apt in the hip Mission,172182,Brian & Leah,,Mission,37.7617,-122.41887,Entire home/apt,106,30,104,2022-08-20,0.71,2,121,6,
571142,Best San Francisco Airbnb! Walk Everywhere!,2072534,Adam,,Inner Sunset,37.76459,-122.45483,Entire home/apt,139,30,45,2021-12-06,0.36,1,30,2,
218567,Balcony on Fillmore Street +Parking,1130612,Marin,,Western Addition,37.78618,-122.43209,Entire home/apt,250,30,87,2018-03-07,0.65,1,314,0,
41055,Quiet Cozy Castro Cottage,178043,Chas,,Castro/Upper Market,37.76123,-122.43326,Entire home/apt,147,3,67,2022-07-11,0.46,1,28,11,City Registration Pending
220418,Haight Ashbury Experience Room 3,1032643,Josh,,Haight Ashbury,37.77031,-122.44948,Private room,78,1,517,2022-08-15,3.87,5,333,49,STR-0001099
41172,Sue's Place in Bernal Heights,53314,Sue,,Bernal Heights,37.74132,-122.41818,Private room,129,3,293,2022-08-27,2.00,1,315,23,Pending Application
229319,Bernal pied-à-terre,12798954,Anya,,Bernal Heights,37.73825,-122.41451,Entire home/apt,239,5,21,2022-08-16,0.16,1,137,3,2022-004580STR
582335,"Luxurious, high end, modern, remodeled Victorian.",2867852,Adam,,Marina,37.80144,-122.43865,Entire home/apt,1149,4,11,2021-07-27,0.09,1,170,0,STR-0001314
585326,"Cozy Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77547,-122.48116,Entire home/apt,86,2,872,2022-09-05,7.06,2,103,109,STR-0000234
41609,Spacious Quiet SF Downtown Work-From-Home Retreat,54299,Peter,,Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,165,30,26,2022-08-14,0.18,1,182,4,
589767,Beautiful Nob Hill Apartment with Perfect Location,1692184,Joe & Katrina,,Russian Hill,37.79769,-122.41155,Entire home/apt,295,7,25,2021-08-09,0.22,3,325,0,2022-004625STR
591431,Victorian home in the  ❤️ of The Mission,727246,Erika,,Mission,37.75,-122.4235,Entire home/apt,450,1,18,2022-06-02,0.18,1,0,5,STR-0005246
231129,Nob Hill Mini Mansion,1208533,Antonio,,Nob Hill,37.79278,-122.41007,Entire home/apt,800,2,73,2022-01-08,0.56,5,340,1,City Registration Pending
42060,Duboce park Edwardian apartment,183862,Cole,,Western Addition,37.7696,-122.43223,Entire home/apt,100,90,6,2012-03-18,0.04,1,64,0,
232060,Lovely Private Suite Near UCSF- Monthly Only,1214006,Syl & Art,,Inner Sunset,37.75893,-122.4664,Entire home/apt,99,30,113,2017-09-25,0.88,1,98,0,30+ Rental Only
592883,Quiet bedroom with private bathroom,1776403,Natallia,,Mission,37.75594,-122.41105,Private room,85,30,69,2022-08-23,0.61,5,120,14,STR-0000166
44032,The Mission-100% Private,98733,David + Tina,,Mission,37.75158,-122.41158,Entire home/apt,99,30,296,2022-08-14,2.02,1,33,3,Monthly Only
44680,Cute Noe/Mission Apartment,196626,Paul,,Mission,37.75131,-122.42167,Entire home/apt,153,60,3,2010-10-04,0.02,1,173,0,
593253,Lower Haight Victorian room,2929255,Trevor,,Western Addition,37.7699,-122.42917,Private room,95,5,383,2022-09-03,3.11,1,287,14,STR-0000163
238204,Spacious SF Getaway Near The Ocean,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74228,-122.50415,Entire home/apt,153,3,267,2022-08-30,2.01,1,319,30,STR-0000446
47682,One-bedroom apt.  Lafayette Park,216682,Jay,,Pacific Heights,37.79186,-122.42429,Entire home/apt,148,30,34,2022-08-13,0.23,9,354,4,
256176,Private entrance bd/bath by GG Park,976125,Eva,,Inner Richmond,37.77713,-122.456,Private room,100,2,421,2022-09-02,3.20,1,327,53,STR-0003678
596042,Prime Location - Single Airy Room,216682,Jay,,Pacific Heights,37.79361,-122.42469,Private room,60,30,101,2022-01-31,0.82,9,249,1,
51557,Centrally Located Victorian Apartment,237200,Len,,Western Addition,37.7714,-122.42935,Entire home/apt,12000,31,109,2022-08-27,0.75,1,280,1,
602036,Eclectic Queen Anne Victorian in NOPA,224980,Larry And Robin,,Western Addition,37.7769,-122.44312,Entire home/apt,433,30,1,2017-09-22,0.02,2,173,0,
258873,Stay in the heart of North Beach!,1360620,Debbie,,North Beach,37.80023121412886,-122.40843753648372,Private room,100,2,398,2022-08-30,3.27,2,119,15,STR-0001109
51773,Prime Location - Small Cozy Room,216682,Jay,,Pacific Heights,37.79373,-122.42507,Private room,57,30,166,2021-12-31,1.20,9,249,2,
269463,Elegant Victorian Flat in Haight,1244308,Lawrence,,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250,2,165,2022-08-08,1.25,1,42,13,STR-0000224
604221,(800Mbps) Sun Filled 2BR Downtown walk to BART,2991110,Jerry,,Downtown/Civic Center,37.78239,-122.41833,Entire home/apt,100,30,22,2021-01-17,0.18,1,0,0,
53280,Large & sunny room with bath + yard,126263,Cecilia,,Bernal Heights,37.73805,-122.41165,Private room,95,3,145,2019-12-15,1.00,2,38,0,STR-0000280
607500,Newly Renovated - San Francisco in Style,1805856,Adam N Alex,,Haight Ashbury,37.76864,-122.45267,Entire home/apt,1200,4,65,2022-08-14,0.54,1,357,7,STR-0004236
54518,Financial District Condo (entire),255971,Kathy,,Financial District,37.79337,-122.40198,Entire home/apt,139,30,23,2022-08-13,0.17,1,328,4,
271602,Luxury Condo Downtown/ SoMa,1421296,Richard,,South of Market,37.77907,-122.40503,Entire home/apt,110,30,114,2022-08-20,0.87,1,163,5,STR-0000846
54634,Studio Apartment Lafayette Park,216682,Jay,,Pacific Heights,37.79352,-122.42649,Entire home/apt,135,30,49,2022-08-08,0.34,9,333,4,
271647,"Private Room w/ 2 Queen Beds, Steps to Ocean Beach",1421509,Matthew,,Outer Sunset,37.75334,-122.50794,Private room,60,30,135,2021-02-14,1.12,2,0,0,STR-0000202
616204,Walker's Paradise - Heart of SF,2806033,Tina,,Chinatown,37.79644,-122.40879,Entire home/apt,550,7,76,2022-07-31,0.62,2,250,2,STR-0002254
56621,Prime Location - Large Private Room,216682,Jay,,Pacific Heights,37.79183,-122.42425,Private room,60,30,127,2020-12-02,0.88,9,251,0,
273530,"Sunny Potrero Townhouse ""Nest""",99128,Cathryn,,Potrero Hill,37.75533,-122.39927,Entire home/apt,364,4,35,2022-07-21,0.33,2,248,1,STR-0000036
57561,"Bernal Heights Apartment, Patio + Parking",272890,Theodore,,Bernal Heights,37.74684,-122.41548,Entire home/apt,178,30,221,2022-02-27,1.54,1,283,3,City registration pending
274334,Clean room with private bath near Ocean Beach,1434669,Ashli,,Outer Sunset,37.7517,-122.5051,Private room,85,3,116,2022-08-31,0.89,1,110,24,STR-0003516
616517,Beautiful and Spacious Loft - SOMA,3055666,Steven,,South of Market,37.77459,-122.40768,Entire home/apt,199,30,113,2022-07-05,1.34,1,357,5,
57676,"Bartlett Gardens: Spacious, bright!",142882,Jessica And Sebouh,,Mission,37.75758,-122.42043,Private room,99,30,122,2019-09-21,0.88,2,0,0,STR-0000875
626349,Sunny Modern Luxury Condo!,2528117,Sean,,South of Market,37.78097,-122.40628,Entire home/apt,123,30,52,2022-06-18,0.42,1,17,7,
59702,Garden Cottage Charming!,287136,Toby,,Bernal Heights,37.74188,-122.4127,Private room,150,30,192,2019-07-20,1.41,1,146,0,STR-0000109
628068,Contemporary Studio- Prime Location,1347606,Momchil,,Financial District,37.78724,-122.39825,Entire home/apt,95,30,58,2022-07-24,0.56,1,53,3,
279184,"Sunny 3 BR home in the Mission, great location",1456262,Justin,,Mission,37.75059,-122.41415,Entire home/apt,475,6,13,2019-07-03,0.10,2,0,0,STR-0002616
59831,Lovely quiet private room in Home,287859,Lawrence,,Outer Sunset,37.75674,-122.49178,Private room,100,60,1,2011-05-23,0.01,1,0,0,
60365,Charming Victorian 3-Bedrms-2Baths + Free Parking!,279544,Emilie,,Western Addition,37.77034,-122.43594,Entire home/apt,450,4,241,2022-07-26,1.69,2,70,19,STR-0003775
280549,Bungalow Rooms with Great Views,1454829,Luise,,West of Twin Peaks,37.73948,-122.44947,Private room,250,1,35,2018-09-23,0.31,1,284,0,STR-0000352
284117,"Cozy, Charming Cottage nestled in a Quiet Garden",1479905,Samantha,,Glen Park,37.74102,-122.42815,Entire home/apt,92,30,220,2022-08-01,1.72,2,46,7,STR-0002962
632303,"Cozy Stylish Apt in SF Hills. Trails, Bay Views",2206832,Athena,,Glen Park,37.73932,-122.43337,Entire home/apt,106,30,19,2022-05-08,0.16,2,187,3,
63247,Lovely art suite with parking and yard,290120,Anne,,Mission,37.74921,-122.41422,Entire home/apt,164,2,431,2022-08-16,3.02,2,324,50,STR-0000315
633629,Room with Private Sitting Area,3151325,Andrea,,Outer Mission,37.73175,-122.44106,Private room,99,1,83,2022-02-20,0.82,2,146,1,STR-0004555
64165,Great room in a fantastic location!,237691,Regina,,Marina,37.80284,-122.42839,Private room,98,30,74,2022-07-31,0.55,2,331,5,
288213,Stylish Potrero Garden Flat for Two,1498483,Jared & Katherine,,Potrero Hill,37.75924,-122.38948,Entire home/apt,192,2,258,2022-09-04,2.00,1,266,41,2022-003238STR
66119,Large garden studio  apt. near Golden Gate Park,52862,Joe,,Outer Richmond,37.77737,-122.47985,Entire home/apt,95,30,100,2021-09-01,0.74,2,303,0,City registration pending
307837,"Lovely, garden studio apartment",1583952,Ellen,,Noe Valley,37.75314,-122.43724,Entire home/apt,169,7,69,2022-06-30,0.55,1,109,3,STR-0003332
635850,SF Penthouse right next to the Moscone Center,3169829,Anjan,,South of Market,37.78297,-122.39963,Private room,280,2,21,2020-02-15,0.17,2,86,0,STR-0004617
68239,Beautiful 1bdr apt by Dolores Park in Mission,337833,Philipp,,Mission,37.75393,-122.42505,Entire home/apt,326,30,44,2022-01-31,0.32,1,218,3,
642672,Gorgeous 1BR - heart of Noe Valley,611216,Yasaman,,Bernal Heights,37.74584,-122.42412,Entire home/apt,99,30,6,2013-06-20,0.05,1,156,0,
646275,San Francisco Living Like A Local,1094388,Lynnore,,Bernal Heights,37.74762,-122.41584,Entire home/apt,151,4,131,2022-08-31,1.07,1,212,14,STR-0004729
69410,Private 1BR Inner Richmond Apt,347624,Patrick,,Inner Richmond,37.77585,-122.46413,Entire home/apt,95,30,61,2022-08-09,0.44,1,319,3,
308885,North Beach Best Location and View,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home/apt,135,30,113,2021-12-12,0.93,2,354,1,
70139,Noe Valley Studio + Home Office,354456,Rachel,,Bernal Heights,37.74544,-122.42271,Entire home/apt,110,30,15,2022-07-30,0.12,1,69,4,
314248,Pacific Heights 3 bedroom home with garage,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home/apt,325,7,56,2022-08-29,0.52,1,257,8,STR-0000133
647360,"Stylish, Comfortable Apartment Close to Twin Peaks",3245648,Eric & Peter,,Lakeshore,37.73286,-122.47812,Entire home/apt,267,2,425,2022-09-06,3.50,1,285,61,STR-0000044
70753,Single Bed In 8 Bed Dorm - Downtown @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,58,1,430,2022-08-23,3.04,3,266,27,428539.0
648086,Private room and Private bath.,3250518,Ponge,,Bernal Heights,37.74189,-122.41902,Private room,79,3,311,2022-08-15,2.56,1,188,29,STR-0001829
314368,2BR North Beach - Perfect for Business or Leisure,1229762,Jason,,North Beach,37.80333,-122.40962,Entire home/apt,585,2,78,2022-08-21,1.50,2,58,18,STR-0003012
326650,Lovely beautiful Apt Pac Fillmore,1670339,Je,,Western Addition,37.78457,-122.43177,Entire home/apt,189,30,32,2015-08-07,0.26,2,365,0,
71645,"Northslope Studio in Bernal Heights with a Zen, Leafy Patio",367464,Jeff,,Bernal Heights,37.74409,-122.40846,Entire home/apt,114,3,247,2022-09-01,3.11,1,119,62,STR-0004597
329020,The Clock Tower Loft circa 1907.,326840,Jorge,,South of Market,37.78377,-122.39275,Entire home/apt,250,30,6,2017-10-05,0.05,1,31,0,
654279,Quiet Room in Our Friendly Home,3289160,Tim & Chris,,Bayview,37.74444,-122.40408,Private room,95,3,322,2022-08-30,2.63,1,262,5,"STR-0004235

(Formerly STR-0000161)"
71779,1BRアパート,368770,Fukuko,,Inner Richmond,37.77487,-122.46543,Entire home/apt,100,30,2,2011-09-30,0.01,1,248,0,
663623,Grand victorian flat in mission SF,119920,Gwen,,Mission,37.7562,-122.40944,Entire home/apt,240,2,41,2022-08-08,0.42,1,235,10,STR-0001506
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,,Haight Ashbury,37.76699,-122.44643,Entire home/apt,150,30,115,2021-08-15,0.90,2,266,0,
72444,Single Bed In 8 Bed Quiet Dorm @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,60,1,530,2022-08-27,3.80,3,263,53,428539.0
338849,Best area Bright LARGE Beautiful,1670339,Je,,Western Addition,37.78599,-122.43232,Private room,59,30,3,2014-10-16,0.03,2,300,0,
664307,Private Room: Escape to the Mission,3355966,Geoff,,Mission,37.75292,-122.4186,Private room,109,2,461,2022-09-05,3.78,2,347,37,City Registration Pending
77175,Private Studio with Kitchenette,395569,Tyler&Shoreh,,Glen Park,37.73711,-122.43525,Entire home/apt,140,3,352,2022-08-28,2.53,1,116,35,STR-0000227
664315,Home in the Heart of the Mission,3355966,Geoff,,Mission,37.75502,-122.41889,Entire home/apt,136,7,6,2019-01-03,0.05,2,0,0,City Registration Pending
666434,San Francisco one bedroom unit,103427,Jacqueline M,,Financial District,37.78929,-122.40601,Entire home/apt,382,2,4,2015-01-14,0.03,3,359,0,timeshare
342420,Large Victorian House in Castro,1737796,Elizabeth,,Castro/Upper Market,37.76235,-122.42969,Entire home/apt,662,4,19,2019-08-20,0.21,1,125,0,str-0001201
78651,Heart of the Mission: Hot spot,142882,Jessica And Sebouh,,Mission,37.75585,-122.42081,Private room,85,30,92,2019-10-25,0.67,2,353,0,STR-0000875
348714,Elegant Queen Ann Victorian,78610,George,,Haight Ashbury,37.77347,-122.44364,Entire home/apt,149,3,371,2020-03-13,2.93,1,304,0,STR-0000173
350479,"Sunny, garden view bedroom",1776403,Natallia,,Mission,37.75783,-122.41063,Private room,68,30,55,2022-08-06,0.45,5,162,11,STR-0000166
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,439589,Brent,,Western Addition,37.78408,-122.44436,Entire home/apt,83,30,27,2022-06-26,0.20,1,233,4,
353292,"Mid-Century Modern Flat, Central Locale",1789683,Tim,,Western Addition,37.77201,-122.4297,Private room,90,30,23,2020-03-17,0.18,1,235,0,STR-0003832
678556,"Cheerful, Private Garden Studio - Retreat from the City",3453060,Lorraine,,Haight Ashbury,37.77426,-122.45376,Entire home/apt,165,5,449,2022-08-30,3.69,1,69,35,STR-0000027
83257,Charming Lower Pac Hts Private Room,453743,Kimberly,,Western Addition,37.78353,-122.44369,Private room,90,13,103,2022-07-31,0.75,1,275,3,STR-0000187
680288,Cozy Mission Garden Rooms,3463569,Ken,,Mission,37.7523,-122.41395,Entire home/apt,175,2,296,2022-08-15,2.44,1,160,22,STR-0000002
371595,"Private Garden Room- Near UCSF, Sutter Heath & DT",165574,Jonathan,,Presidio Heights,37.78146,-122.45619,Entire home/apt,67,30,250,2022-07-31,1.96,1,135,5,STR-0000138
91957,Sunny SF Flat with 5*s,495796,Joy,,Haight Ashbury,37.76114,-122.44929,Entire home/apt,225,30,95,2019-01-01,0.71,1,361,0,City registration pending
379349,Best location in San Francisco,1901233,Miriam,,Haight Ashbury,37.76646,-122.44425,Entire home/apt,137,3,377,2022-08-31,3.03,1,286,47,STR-0000963
690872,Pacific Hts Designer Home,1142106,Pat,,Pacific Heights,37.79156,-122.44492,Entire home/apt,240,30,0,,,1,4,0,
96383,Prime Location Bright Private Room,216682,Jay,,Pacific Heights,37.79359,-122.42421,Private room,65,30,141,2022-04-09,1.02,9,249,4,
691023,Modern and Serene House on Dolores Park,3531780,Mickey,,Castro/Upper Market,37.75757,-122.42693,Entire home/apt,500,3,45,2022-09-05,0.37,1,11,11,STR-0004590
696827,studio unit san francisco,103427,Jacqueline M,,Chinatown,37.79163,-122.4072,Entire home/apt,264,2,1,2012-09-22,0.01,3,361,0,timeshare
394575,Grand and Cozy 1920's SF Studio,1190192,Mike & Nic,,Bernal Heights,37.74131,-122.41179,Entire home/apt,149,6,485,2022-08-21,3.84,1,271,44,STR-0000920
99094,Spacious Edwardian Flat SF Mission,522225,Marzio,,Mission,37.76945,-122.42456,Entire home/apt,249,30,23,2022-08-04,0.17,1,81,2,STR-0002435
400433,"Stylish Mission Condo, steps to Dolores Park",1583699,Tracy,,Mission,37.76015,-122.42098,Entire home/apt,385,2,46,2022-08-22,0.41,1,121,8,STR-0004071
699723,2BR Penthouse with 4 sunny decks,469757,Reid,,Potrero Hill,37.76497,-122.39798,Entire home/apt,414,5,74,2022-07-20,0.65,1,227,5,City registration pending
105497,Private Room in San Francisco!,547669,Jamie,,Outer Sunset,37.75699,-122.4973,Private room,90,45,4,2019-08-16,0.07,4,0,0,
106025,Gorgeous French Flat near Union Sq.,359813,Annette,,Downtown/Civic Center,37.78693,-122.41539,Entire home/apt,150,30,64,2022-05-31,0.46,1,145,2,
708731,Private Entry to Private Bed/Bath w Garden Outside,3645596,Karen,,Western Addition,37.78163,-122.43819,Private room,130,4,266,2021-11-01,2.31,1,249,2,STR-0000113
